03-09-2017 16:22:32.692,87,RECV,7E0006882C44340000D3
03-09-2017 16:22:32.701,88,SENT,7E0004082D443551
03-09-2017 16:22:32.742,89,RECV,7E0006882D44350001D0
03-09-2017 16:22:32.768,90,SENT,7E0004082E503049
03-09-2017 16:22:32.792,91,RECV,7E0006882E50300001C8
03-09-2017 16:22:32.800,92,SENT,7E0004082F503147
03-09-2017 16:22:32.842,93,RECV,7E0006882F50310000C7
03-09-2017 16:22:32.852,94,SENT,7E00040830503245
03-09-2017 16:22:32.892,95,RECV,7E0006883050320000C5
03-09-2017 16:22:32.900,96,SENT,7E00040831505224
03-09-2017 16:22:32.942,97,RECV,7E000788315052001FFF86
03-09-2017 16:22:32.952,98,SENT,7E000408324C5425
03-09-2017 16:22:32.992,99,RECV,7E000688324C540000A5
03-09-2017 16:22:33.000,100,SENT,7E00040833525022
03-09-2017 16:22:33.043,101,RECV,7E00068833525000287A
03-09-2017 16:22:33.052,102,SENT,7E00040834444F30
03-09-2017 16:22:33.093,103,RECV,7E00068834444F0001AF
03-09-2017 16:22:33.101,104,SENT,7E00040835495227
03-09-2017 16:22:33.143,105,RECV,7E000788354952000000A7
03-09-2017 16:22:33.152,106,SENT,7E00040836494335
03-09-2017 16:22:33.193,107,RECV,7E000788364943000000B5
03-09-2017 16:22:33.200,108,SENT,7E00040837562B3F
03-09-2017 16:22:33.243,109,RECV,7E00078837562B000000BF
03-09-2017 16:22:33.252,110,SENT,7E00040838565217
03-09-2017 16:22:33.293,111,RECV,7E0007883856520021A7CF
03-09-2017 16:22:33.300,112,SENT,7E00040839485620
03-09-2017 16:22:33.344,113,RECV,7E00078839485600194740
03-09-2017 16:22:33.352,114,SENT,7E0004083A414933
03-09-2017 16:22:33.394,115,RECV,7E0006883A41490000B3
03-09-2017 16:22:33.401,116,SENT,7E0004083B444236
03-09-2017 16:22:33.444,117,RECV,7E0006883B44420000B6
03-09-2017 16:22:33.452,118,SENT,7E0004083C255640
03-09-2017 16:22:33.494,119,RECV,7E0007883C2556000AD7DF

